timestamp,open,high,low,close,volume_btc,volume_usd
2022-02-26 21:00:00,39350.19,39681.18,39316.86,39466.34,104.19757217,4112296.8104357575
2022-02-26 20:00:00,39269.54,39466.84,39250.0,39352.48,7.63699169,300534.56274089124
2022-02-26 19:00:00,39149.58,39444.91,39149.58,39291.0,27.01451635,1061427.36190785
2022-02-26 18:00:00,39286.02,39293.92,38854.55,39136.15,66.56440318,2605074.4675129573
2022-02-26 17:00:00,39167.58,39334.97,39115.49,39263.74,19.39545545,761538.119970383
2022-02-26 16:00:00,39235.05,39350.41,39094.97,39198.39,6.45366518,252973.28465506015
2022-02-26 15:00:00,39243.9,39373.83,39188.8,39274.16,35.37591264,1389359.2531693827
2022-02-26 14:00:00,39118.52,39380.32,38974.68,39249.31,43.99194614,1726653.5315521634
2022-02-26 13:00:00,39031.09,39256.14,38926.29,39118.52,20.92867076,818698.625698475
2022-02-26 12:00:00,38970.73,39065.36,38807.49,39035.0,10.50898556,410218.2513346
2022-02-26 11:00:00,39021.0,39201.58,38830.9,38972.16,35.86850169,1397872.986822951
2022-02-26 10:00:00,38798.06,39109.76,38798.06,39034.1,21.26312506,829986.949904546
2022-02-26 09:00:00,38766.97,38946.63,38600.0,38822.9,22.87484487,888067.8149035231
2022-02-26 08:00:00,39219.53,39559.22,38695.24,38792.49,57.29722173,2222701.9009888074
2022-02-26 07:00:00,39178.0,39240.47,38979.77,39227.4,30.42935501,1193664.480719274
2022-02-26 06:00:00,39040.81,39247.96,39027.33,39163.28,29.52211517,1156182.8625949577
2022-02-26 05:00:00,39385.74,39411.15,38974.68,39054.26,45.84066958,1790273.428351411
2022-02-26 04:00:00,39423.55,39488.93,39274.31,39376.99,20.25732045,797672.3047864456
2022-02-26 03:00:00,39597.57,39634.65,39301.0,39428.69,27.41243881,1080836.551983459
2022-02-26 02:00:00,39753.68,39755.9,39492.25,39597.57,27.67270745,1095771.9703408966
2022-02-26 01:00:00,39774.69,39844.04,39601.0,39759.9,34.66073579,1378107.388936821
2022-02-26 00:00:00,39242.64,40330.99,39099.51,39777.78,151.63695307,6031781.359088785
2022-02-25 23:00:00,39434.79,39680.89,39160.76,39231.64,132.11147061,5182949.6548421
2022-02-25 22:00:00,38987.36,39515.68,38900.55,39465.45,55.78181892,2201454.585496314
2022-02-25 21:00:00,39128.57,39237.22,38954.51,39021.29,21.03178576,820687.4113588305
2022-02-25 20:00:00,38678.53,39254.81,38645.9,39134.42,127.4313397,4986951.568982474
2022-02-25 19:00:00,38685.59,38984.99,38556.28,38703.22,39.35746922,1523260.7898648884
2022-02-25 18:00:00,39025.65,39054.76,38556.27,38685.67,59.08194787,2285624.738256023
2022-02-25 17:00:00,39390.28,39405.97,38881.31,38992.4,217.14528551,8467015.830720125
2022-02-25 16:00:00,39442.92,39603.77,39214.6,39385.41,278.32131825,10961799.231016733
2022-02-25 15:00:00,39038.52,39601.0,38730.34,39481.66,163.9741307,6473970.877092962
2022-02-25 14:00:00,39404.56,39499.95,38930.12,39008.66,202.67981389,7906267.948898287
2022-02-25 13:00:00,39367.63,39727.97,39268.39,39371.94,163.13332743,6422875.579574315
2022-02-25 12:00:00,38781.89,39538.59,38767.31,39340.33,114.14765689,4490606.490779374
2022-02-25 11:00:00,38597.74,38881.31,38371.75,38771.98,44.73380784,1734418.3028963231
2022-02-25 10:00:00,38704.34,38796.99,38512.78,38595.24,39.50023652,1524521.1085461648
2022-02-25 09:00:00,38371.75,38769.04,38027.61,38676.56,86.57521686,3348431.5693988013
2022-02-25 08:00:00,38488.58,38549.87,38188.12,38390.22,54.51526264,2092852.926107381
2022-02-25 07:00:00,38706.89,38834.65,38398.98,38519.32,65.42931042,2520292.545447314
2022-02-25 06:00:00,38473.84,38781.07,38411.39,38733.17,23.0444734,892585.505762678
2022-02-25 05:00:00,38740.71,38796.39,38331.16,38473.84,46.75492129,1798841.3609240537
2022-02-25 04:00:00,38927.42,38950.43,38676.36,38751.9,27.98132202,1084329.392786838
2022-02-25 03:00:00,38824.9,39019.83,38531.45,38945.92,63.65220475,2478993.67401712
2022-02-25 02:00:00,38569.97,38871.8,38500.99,38837.2,60.69037184,2357044.1092244475
2022-02-25 01:00:00,38260.5,38942.59,38176.97,38593.94,58.14710414,2244125.848352912
2022-02-25 00:00:00,38360.93,38773.21,38242.11,38254.83,57.63023084,2204634.6836449574
2022-02-24 23:00:00,37875.79,38387.77,37875.79,38376.88,194.21769742,7453469.267763649
2022-02-24 22:00:00,38404.46,38491.81,37771.34,37866.33,83.507519,3162123.27193527
2022-02-24 21:00:00,38438.67,38667.86,38189.36,38410.46,185.34638436,7119239.882604405
2022-02-24 20:00:00,37350.42,39720.0,37322.65,38417.05,570.59205558,21920463.52881964
2022-02-24 19:00:00,36456.62,37388.88,36268.71,37328.59,259.68955597,9693844.962086182
2022-02-24 18:00:00,35858.35,36817.98,35833.07,36435.58,178.14766002,6490913.318471512
2022-02-24 17:00:00,36205.15,36205.15,35770.8,35882.97,67.22921033,2412383.7373950803
2022-02-24 16:00:00,35925.32,36350.39,35879.35,36201.86,151.82109984,5496206.201453702
2022-02-24 15:00:00,35658.54,36167.64,35438.89,35964.57,184.24351933,6626238.947990138
2022-02-24 14:00:00,35502.55,35914.56,35207.28,35686.84,170.96061188,6101044.002463658
2022-02-24 13:00:00,35268.67,35700.0,35129.16,35487.59,100.1165409,3552894.755677431
2022-02-24 12:00:00,35460.62,35460.62,35071.03,35262.33,89.45768732,3154486.491314656
2022-02-24 11:00:00,35210.75,35591.41,34900.0,35441.97,126.9487226,4499312.817927522
2022-02-24 10:00:00,35356.24,35498.11,34823.07,35191.08,169.91867573,5979621.711108488
2022-02-24 09:00:00,35519.66,35810.07,35298.34,35351.18,109.71818398,3878667.271150097
2022-02-24 08:00:00,35311.31,35888.88,35193.9,35553.01,277.62303112,9870334.401639672
2022-02-24 07:00:00,34900.38,35536.74,34376.81,35313.4,486.70062781,17187053.950105656
2022-02-24 06:00:00,34664.39,35090.39,34604.2,34900.0,168.18331039,5869597.532611
2022-02-24 05:00:00,35096.43,35127.04,34324.05,34654.29,438.64564747,15200953.474663146
2022-02-24 04:00:00,34966.87,35220.46,34502.31,35103.59,1276.44978986,44807970.07883159
2022-02-24 03:00:00,35950.36,35981.14,34724.93,34945.2,719.5510074,25144853.86379448
2022-02-24 02:00:00,36986.61,37044.46,35879.35,35949.86,174.25156385,6264319.325188561
2022-02-24 01:00:00,36823.58,37074.2,36650.0,36979.84,51.47077404,1903380.9886753536
2022-02-24 00:00:00,37253.26,37444.13,36737.74,36753.43,68.06008039,2501441.4004082377
2022-02-23 23:00:00,37663.2,37732.87,37060.16,37274.18,65.93946606,2457839.527024331
2022-02-23 22:00:00,37528.57,37680.35,37149.2,37680.35,67.51399246,2543950.865790161
2022-02-23 21:00:00,37690.87,37821.15,37437.02,37572.52,29.26867397,1099697.8381113042
2022-02-23 20:00:00,37631.18,37740.01,37401.0,37688.34,80.41985399,3030890.799925476
2022-02-23 19:00:00,37787.37,37897.6,37538.84,37636.45,156.8732526,5904152.32781727
2022-02-23 18:00:00,38107.63,38124.75,37732.87,37790.51,183.48024032,6933811.856615364
2022-02-23 17:00:00,38675.65,38794.0,38049.77,38102.71,111.70834645,4256390.729363879
2022-02-23 16:00:00,38539.7,38732.71,38371.75,38667.39,75.38827272,2915067.742690601
2022-02-23 15:00:00,38677.89,38687.55,38463.9,38535.68,109.52624801,4220668.444913997
2022-02-23 14:00:00,38983.76,39032.35,38648.86,38677.89,144.17023605,5576200.531215934
2022-02-23 13:00:00,39037.18,39303.24,38927.97,39007.9,87.03607743,3395094.604781697
2022-02-23 12:00:00,38821.3,39132.86,38781.13,39056.36,32.52257023,1270213.2110281629
2022-02-23 11:00:00,38877.69,39162.1,38775.2,38811.2,69.58371122,2700627.332901664
2022-02-23 10:00:00,38931.22,38969.34,38798.91,38898.72,38.22937738,1487073.8464789535
2022-02-23 09:00:00,38719.46,39021.45,38630.96,38899.29,93.52030775,3637873.5720564974
2022-02-23 08:00:00,38174.24,38833.94,38109.16,38719.61,142.38141717,5512952.944069703
2022-02-23 07:00:00,37995.58,38245.84,37995.58,38189.12,44.62109724,1704040.4370300288
2022-02-23 06:00:00,38011.22,38185.25,37954.89,38026.79,23.70256949,901332.6324566372
2022-02-23 05:00:00,38049.36,38145.45,37851.48,38032.76,32.54290306,1237696.4217842456
2022-02-23 04:00:00,37763.79,38113.14,37749.08,38062.3,35.84441485,1364320.8713451552
2022-02-23 03:00:00,37669.0,37811.77,37615.63,37786.4,12.0051222,453630.34949808
2022-02-23 02:00:00,38071.84,38232.29,37552.3,37706.57,71.65668676,2701927.8752840133
2022-02-23 01:00:00,38167.26,38184.93,37959.81,38097.41,24.1313065,919340.2775661652
2022-02-23 00:00:00,38269.94,38381.0,38082.09,38159.89,46.20911442,1763334.7232646137
2022-02-22 23:00:00,37933.4,38463.88,37901.65,38269.94,55.76295826,2134045.0668327045
2022-02-22 22:00:00,37905.96,38006.06,37782.46,37922.16,39.57902914,1500922.2756917423
2022-02-22 21:00:00,37935.73,38070.43,37843.32,37907.16,27.14903037,1029142.6380804492
2022-02-22 20:00:00,38127.16,38305.23,37807.18,37932.03,88.15364616,3343846.7507505044
2022-02-22 19:00:00,37733.92,38183.1,37626.0,38085.19,111.43674728,4244089.693140783
2022-02-22 18:00:00,37683.95,38022.79,37556.54,37741.64,92.76421931,3501073.7700790684
2022-02-22 17:00:00,37719.49,37866.19,37400.0,37665.43,73.55129083,2770340.996167007
2022-02-22 16:00:00,37782.7,37905.88,37501.0,37727.5,130.04538692,4906287.3350243
2022-02-22 15:00:00,38168.33,38250.0,37702.93,37760.8,158.53744422,5986500.723702576
2022-02-22 14:00:00,37839.84,38339.48,37462.33,38179.33,254.57873219,9719645.427263634
2022-02-22 13:00:00,37669.4,37975.57,37341.59,37875.81,50.97276605,1930634.8020842504
2022-02-22 12:00:00,37524.0,37788.95,37301.0,37665.4,45.62042103,1718311.4062633622
2022-02-22 11:00:00,37719.07,37796.93,37430.6,37552.95,47.72768305,1792315.2951924975
2022-02-22 10:00:00,37164.67,37883.78,37092.74,37760.32,110.48142101,4171813.811392324
2022-02-22 09:00:00,37144.44,37333.39,37049.42,37161.31,66.25606614,2462162.2132090437
2022-02-22 08:00:00,36788.87,37193.73,36764.52,37141.79,68.172144,2532035.4562977604
2022-02-22 07:00:00,36862.74,37003.25,36543.21,36790.54,87.8523982,3232137.170073028
2022-02-22 06:00:00,36744.37,37008.93,36612.58,36868.13,164.78011398,6075134.663629457
2022-02-22 05:00:00,36646.81,37265.06,36565.66,36756.47,95.09496742,3495355.3171242075
2022-02-22 04:00:00,36612.29,36818.54,36576.05,36642.7,91.4525313,3351067.66866651
2022-02-22 03:00:00,37021.01,37021.01,36368.99,36601.97,281.6610231,10309348.317675509
2022-02-22 02:00:00,37238.37,37255.66,36923.32,37041.99,131.59539173,4874555.184508742
2022-02-22 01:00:00,37258.22,37462.33,36896.24,37270.54,71.77056793,2674927.8228577822
2022-02-22 00:00:00,37036.98,37346.62,36859.94,37224.02,43.76305553,1629036.8543098306
2022-02-21 23:00:00,37546.24,37696.63,36861.79,37076.6,203.66408076,7551171.656706215
2022-02-21 22:00:00,37057.91,37778.15,36810.72,37578.07,225.76993714,8483998.50174252
2022-02-21 21:00:00,38251.94,38394.79,36927.06,37067.6,177.03768208,6562361.984268608
2022-02-21 20:00:00,38166.06,38463.9,37967.28,38260.63,52.76910466,2018979.188827536
2022-02-21 19:00:00,37761.56,38326.43,37597.36,38154.35,131.43468294,5014804.895031788
2022-02-21 18:00:00,38574.07,38668.03,37562.59,37810.55,270.76024717,10237593.863633646
2022-02-21 17:00:00,38739.47,38855.73,38470.13,38543.1,51.03499891,1967047.0664880208
2022-02-21 16:00:00,38850.57,39168.73,38695.24,38703.55,392.73101332,15200084.410581289
2022-02-21 15:00:00,38697.16,39304.14,38658.36,38853.47,333.00212681,12938288.14394853
2022-02-21 14:00:00,37580.37,38881.31,37500.0,38723.49,246.3155655,9538198.337483594
2022-02-21 13:00:00,37573.54,37726.84,37200.02,37607.94,99.86100893,3755566.832178904
2022-02-21 12:00:00,37590.05,37819.1,37423.16,37565.55,262.77628361,9871335.620765636
2022-02-21 11:00:00,38296.61,38452.53,37375.6,37606.76,311.8059291,11726010.742240718
2022-02-21 10:00:00,38939.21,38998.52,38250.76,38289.75,112.71084915,4315670.236241212
2022-02-21 09:00:00,39080.89,39106.27,38897.74,38923.29,49.2446264,1916762.874308856
2022-02-21 08:00:00,39312.15,39395.59,38992.16,39070.76,100.74213836,3936071.9097503535
2022-02-21 07:00:00,39238.06,39368.64,39093.61,39335.98,40.42918866,1590321.756545987
2022-02-21 06:00:00,39242.71,39290.0,39180.0,39236.56,23.85161012,935855.1315699872
2022-02-21 05:00:00,39329.24,39494.11,39240.1,39255.96,37.72466383,1480917.894323927
2022-02-21 04:00:00,38973.81,39397.63,38956.51,39318.13,54.8777411,2157690.158676143
2022-02-21 03:00:00,39128.65,39275.85,38833.81,38939.65,37.61021254,1464528.512733211
2022-02-21 02:00:00,39161.14,39272.07,39064.7,39137.84,23.89259539,935104.5755585576
2022-02-21 01:00:00,38775.67,39397.63,38598.38,39149.85,213.46313107,8357049.561920839
2022-02-21 00:00:00,38384.09,38781.36,38208.64,38777.48,47.91094663,1857865.7747258928
2022-02-20 23:00:00,38839.12,38983.0,38369.7,38373.9,72.53470756,2783439.614436684
2022-02-20 22:00:00,38256.68,38894.72,38249.49,38876.62,90.58248703,3521540.926920239
2022-02-20 21:00:00,38349.0,38370.59,38059.05,38255.57,37.87413368,1448896.5721845976
2022-02-20 20:00:00,38416.41,38417.4,38270.84,38332.4,15.02428415,575916.86975146
2022-02-20 19:00:00,38449.92,38449.92,38332.91,38409.51,33.08435646,1270753.9202939346
2022-02-20 18:00:00,38272.47,38462.11,38188.12,38423.09,38.96135509,1497015.6531450278
2022-02-20 17:00:00,38273.86,38429.51,38247.28,38296.19,11.49912933,440372.8416562528
2022-02-20 16:00:00,38367.5,38536.17,38271.76,38304.51,26.54644674,1016848.6346167974
2022-02-20 15:00:00,38217.34,38431.37,38148.8,38373.62,40.90642744,1569727.702140133
2022-02-20 14:00:00,38227.27,38309.09,38039.56,38221.58,25.22486098,964134.0419359484
2022-02-20 13:00:00,38252.55,38333.25,38195.13,38231.06,20.50966045,784106.0592435768
2022-02-20 12:00:00,38371.59,38628.0,38226.77,38233.55,34.64405913,1324565.3669498116
2022-02-20 11:00:00,38211.97,38374.8,38150.0,38366.8,23.66402276,907912.828428368
2022-02-20 10:00:00,38240.05,38398.32,38154.43,38195.93,32.14590597,1227842.7742167022
2022-02-20 09:00:00,38127.25,38417.8,37974.18,38194.17,113.29768213,4327310.931879181
2022-02-20 08:00:00,38782.5,38850.0,38092.83,38172.67,178.93186547,6830307.053070704
2022-02-20 07:00:00,38787.5,38901.41,38602.54,38811.55,61.57281595,2389736.4248842224
2022-02-20 06:00:00,39401.39,39438.9,38709.3,38817.94,298.30205111,11579471.121864911
2022-02-20 05:00:00,39589.13,39707.24,39303.25,39391.05,32.25420602,1270527.042044121
2022-02-20 04:00:00,39825.16,39853.22,39492.25,39563.5,45.63657329,1805542.567358915
2022-02-20 03:00:00,39854.02,39914.39,39716.56,39822.84,20.30111325,808447.98477663
2022-02-20 02:00:00,39998.39,40037.91,39851.43,39869.29,5.96542537,237837.2740498873
2022-02-20 01:00:00,39953.29,40032.08,39834.67,40021.9,12.99278571,519995.970407049
2022-02-20 00:00:00,40108.62,40151.62,39895.91,39953.29,11.05519233,441691.30516626575
2022-02-19 23:00:00,40026.11,40166.49,39989.5,40109.02,8.81089259,353396.2671101618
2022-02-19 22:00:00,39950.59,40081.15,39896.91,40042.1,13.80905439,552943.536789819
2022-02-19 21:00:00,40083.71,40087.71,39822.03,39957.17,21.63541894,864490.1126067998
2022-02-19 20:00:00,39979.8,40119.37,39954.02,40089.83,12.05757047,483385.9503553201
2022-02-19 19:00:00,40140.43,40145.93,39939.79,39979.8,14.34516924,573516.9971813521
2022-02-19 18:00:00,40141.12,40222.22,40058.41,40148.73,10.19896866,409475.6390088018
2022-02-19 17:00:00,39975.6,40195.44,39914.57,40195.44,15.85591567,637335.5069585448
2022-02-19 16:00:00,39985.6,40360.2,39876.85,39981.0,49.32174203,1971932.56810143
2022-02-19 15:00:00,39904.29,40031.81,39837.0,39985.6,17.83707227,713226.0369593119
2022-02-19 14:00:00,40030.81,40030.81,39786.36,39892.11,14.70961976,586797.7695240936
2022-02-19 13:00:00,39775.2,40086.02,39655.26,40048.21,31.97910712,1280705.9975542552
2022-02-19 12:00:00,39862.48,39957.84,39682.15,39776.44,120.13225012,4778433.238963173
2022-02-19 11:00:00,39968.72,40040.21,39587.08,39858.1,58.72472722,2340656.050007482
2022-02-19 10:00:00,39959.48,39995.19,39788.06,39936.18,33.29645809,1329733.3436446963
2022-02-19 09:00:00,39986.96,40075.76,39905.85,39929.42,64.04252703,2557180.9596422226
2022-02-19 08:00:00,40297.75,40335.58,39968.2,40000.0,38.15708786,1526283.5144
2022-02-19 07:00:00,40404.09,40440.16,40286.34,40306.75,13.99400383,564052.8138748525
2022-02-19 06:00:00,40269.08,40471.27,40240.8,40402.01,23.02291886,930172.1980109088
2022-02-19 05:00:00,40226.75,40287.34,40171.6,40276.76,8.75355059,352564.6562612884
2022-02-19 04:00:00,40171.33,40321.06,40106.98,40258.92,10.48965083,422302.0135929036
2022-02-19 03:00:00,40197.38,40268.36,40096.4,40171.33,32.7756087,1316639.793038571
2022-02-19 02:00:00,40176.93,40244.45,40105.86,40203.54,22.57097631,907433.1489181374
2022-02-19 01:00:00,40228.39,40322.8,40096.62,40171.14,17.99612335,722924.790550119
2022-02-19 00:00:00,40008.75,40261.46,39952.19,40238.65,41.13788207,1655332.8383560055
2022-02-18 23:00:00,39962.06,40107.02,39901.61,39996.99,37.23343676,1489225.397755352
2022-02-18 22:00:00,40001.54,40077.0,39745.63,39961.9,40.91520158,1635049.194019802
2022-02-18 21:00:00,40055.86,40179.13,39921.03,40007.25,26.56339469,1062728.3722115024
2022-02-18 20:00:00,40236.66,40311.76,39936.03,40044.19,71.33787139,2856667.2761367243
2022-02-18 19:00:00,40193.44,40354.04,40062.78,40232.95,86.00921999,3460404.6473966707
2022-02-18 18:00:00,40050.47,40228.65,39802.53,40165.13,76.64938141,3078632.368752233
2022-02-18 17:00:00,39975.2,40394.39,39924.18,40063.59,127.74941,5118099.984981899
2022-02-18 16:00:00,39835.62,40434.36,39450.0,39940.25,241.99412338,9665305.786328044
2022-02-18 15:00:00,40525.71,40811.13,39663.53,39860.98,238.99873882,9526723.948129244
2022-02-18 14:00:00,40420.46,40530.03,39626.36,40506.5,343.80440113,13926312.974372344
2022-02-18 13:00:00,40490.0,40548.88,40226.25,40412.31,36.21343021,1463468.367809885
2022-02-18 12:00:00,40220.35,40573.01,40112.78,40463.49,81.33273219,3291006.195642743
2022-02-18 11:00:00,40830.88,40830.88,40112.78,40209.15,172.19609901,6923858.774507943
2022-02-18 10:00:00,40917.95,40917.95,40740.38,40830.88,19.5183408,796951.031003904
2022-02-18 09:00:00,40938.98,40956.7,40804.04,40918.55,46.3715829,1897457.9334727952
2022-02-18 08:00:00,40697.33,40996.31,40697.33,40911.97,48.7070494,1992701.3438413185
2022-02-18 07:00:00,40760.02,40813.35,40596.74,40690.03,55.97929388,2277799.147356017
2022-02-18 06:00:00,40643.49,40779.35,40607.13,40752.74,47.60973218,1940227.0370011728
2022-02-18 05:00:00,40530.0,40739.08,40530.0,40659.03,60.3953695,2455617.140361585
2022-02-18 04:00:00,40731.95,40815.35,40503.6,40530.0,57.95605571,2348958.9379263
2022-02-18 03:00:00,40801.96,40808.22,40607.88,40727.25,19.84593598,808270.396141455
2022-02-18 02:00:00,40819.66,40927.33,40695.43,40801.96,33.9560075,1385471.6597747
2022-02-18 01:00:00,40582.62,40972.11,40378.68,40817.35,187.67700732,7660478.094733002
2022-02-18 00:00:00,40532.66,40691.63,40331.93,40602.52,53.70110437,2180400.1642050124
2022-02-17 23:00:00,40743.06,40791.91,40479.4,40556.11,61.3237251,2487051.740765361
2022-02-17 22:00:00,40701.6,40795.49,40448.83,40734.52,45.82461876,1866643.849371595
2022-02-17 21:00:00,40905.33,40976.59,40088.88,40710.07,258.32403276,10516389.456341894
2022-02-17 20:00:00,41226.14,41226.14,40869.01,40905.33,148.1572233,6060420.110970189
2022-02-17 19:00:00,41296.29,41296.29,40970.18,41236.6,79.92598061,3295875.692022326
2022-02-17 18:00:00,41775.82,41878.09,40804.6,41331.01,272.19589653,11250131.321440397
2022-02-17 17:00:00,41993.72,42023.97,41632.17,41767.0,90.59625144,3783933.63389448
2022-02-17 16:00:00,41937.62,42141.99,41662.73,41999.07,159.63328523,6704449.520704737
2022-02-17 15:00:00,41925.21,42166.35,41700.0,41958.26,200.48975119,8412201.10776533
2022-02-17 14:00:00,42262.2,42434.95,41882.54,41948.56,157.51288297,6607438.622040022
2022-02-17 13:00:00,43244.58,43337.02,42164.19,42289.13,192.26205287,8130594.947886302
2022-02-17 12:00:00,43191.99,43376.16,43191.49,43254.0,41.25066547,1784256.2842393802
2022-02-17 11:00:00,43091.42,43252.11,43023.02,43208.04,121.28991691,5240699.581443957
2022-02-17 10:00:00,43234.99,43383.05,42957.18,43076.37,58.69639395,2528427.5834559617
2022-02-17 09:00:00,43504.06,43559.46,42950.74,43252.96,139.21628478,6021516.396937949
2022-02-17 08:00:00,43965.73,44046.19,43355.85,43505.49,108.66090905,4727346.0920656845
2022-02-17 07:00:00,43878.12,43965.13,43774.24,43962.04,18.7109383,822571.0179821319
2022-02-17 06:00:00,43636.12,43925.72,43595.63,43869.28,23.20928074,1018174.4353816672
2022-02-17 05:00:00,43621.87,43736.29,43549.23,43652.49,19.57414823,854460.3098685927
2022-02-17 04:00:00,43592.93,43733.06,43373.83,43654.94,80.75710719,3525446.6689530187
2022-02-17 03:00:00,44044.65,44044.65,43598.93,43614.62,85.19903424,3715923.502744589
2022-02-17 02:00:00,44050.49,44135.37,43868.65,44023.65,26.52215194,1167601.934253381
2022-02-17 01:00:00,44100.65,44204.78,44012.94,44050.49,20.38935018,898160.8662105883
2022-02-17 00:00:00,43901.49,44131.28,43836.8,44095.16,27.76847914,1224455.5306349625
2022-02-16 23:00:00,44037.45,44211.09,43874.77,43901.48,23.35114597,1025149.8677790356
2022-02-16 22:00:00,44103.85,44174.05,43977.06,44018.7,56.41326457,2483238.569127459
2022-02-16 21:00:00,44131.92,44189.67,43910.12,44103.86,51.73897659,2281888.5800686376
2022-02-16 20:00:00,44260.66,44402.2,44097.37,44136.85,66.99860408,2957107.3384883483
2022-02-16 19:00:00,43889.39,44407.51,43726.8,44260.65,192.39041915,8515325.005351448
2022-02-16 18:00:00,43590.73,43938.06,43537.44,43880.72,72.16501777,3166652.9385603946
